fips,earp_months_per_year,num_events,total_recovery_months,mean_recovery_per_event,max_recovery
12093,1106.12120492,186,1642738.0,8831.924731182795,65756.66666666667
12095,5.603105121282709,159,8321.360859718285,52.33560289130997,1674.5178195293438
12097,1.701618425439419,185,2527.1310562857084,13.66016787181464,261.6212413361343
12099,12.196108467957838,228,18112.853042976563,79.44233790779194,3431.498741476447
12101,10.63778154821286,170,15798.529046563193,92.9325238033129,1556.4824833702883
12103,31.886248198565024,161,47355.345291479825,294.13257945018523,9608.19730941704
12105,8.115629032298166,226,12052.795069798567,53.33095163627684,451.8097072593147
12107,233.11555766024375,128,346207.7964479219,2704.74840974939,15932.283185276734
12109,3.2549086512457333,120,4833.974888237343,40.283124068644526,711.4676233694327
12111,5.3483291072700005,171,7942.984387189237,46.4502010946739,933.3870171788507
12113,10.065992935128593,145,14949.346444780635,103.09894099848714,1489.0226928895613
12115,9.779652749613854,196,14524.092953951724,74.10251507118227,1129.2488614449908
12117,8.382235113879558,119,12448.74077565503,104.61126702231117,2553.495704385347
12119,2.7017005086688837,141,4012.3867714213975,28.45664376894608,162.4347387187513
12121,112.05273434956523,126,166413.30434782608,1320.7405106970323,6577.04347826087
12123,145.258796525,150,215728.75,1438.1916666666666,8429.25
12125,45.587093130666666,104,67702.93333333333,650.9897435897436,3530.9333333333334
12127,11.35796681026455,158,16868.100529100528,106.760129931016,1974.641975308642
12129,14.515587477948719,124,21557.589743589742,173.85153019023986,1108.1025641025642
12131,4.415947995150884,143,6558.273673257024,45.862053659140024,495.7044745057232
12133,27.166085379016792,123,40345.27189683784,328.0103406246979,1874.820276843285
13001,428.74924542874925,73,636750.00063675,8722.602748448631,44724.000044724
13003,44.16212613333334,70,65586.66666666667,936.9523809523811,5524.666666666667
13005,0.0,0,0.0,,
13007,0.0,0,0.0,,
13009,1.0689639172412457,11,1587.5544557597138,144.32313234179216,735.861386284329
13011,0.05949156941176471,3,88.35294117647058,29.45098039215686,84.70588235294117
13013,0.00067334,3,1.0,0.3333333333333333,1.0
13017,73.74823684,46,109526.0,2381.0,9672.0
13019,15.280946295000001,70,22694.25,324.2035714285714,1624.75
13021,0.5479151219603225,16,813.7272729383707,50.85795455864817,192.3896104395817
13023,0.9967408778347427,19,1480.293578035974,77.91018831768284,262.5688073490851
13025,72.54823503286109,92,107743.8367434893,1171.1286602553184,6985.469388325345
13027,44.36549207846154,90,65888.69230769231,732.0965811965813,7807.692307692308
13029,3.1518332451764706,96,4680.894117647059,48.759313725490195,353.4117647058824
13031,2.7266762179206796,79,4049.479041673864,51.25922837561853,344.92814369192047
13033,5.920046715943547,36,8792.061537920734,244.22393160890928,1248.3692306924079
13035,0.864299224,7,1283.6,183.37142857142857,554.8
13037,57.57380198594096,53,85504.79993159616,1613.2981119169087,7408.7999940729605
13039,7.201856525985195,103,10695.720625516375,103.84194782054733,3996.3446471022094
13043,78.7542312107167,46,116960.57149540604,2542.621119465349,14729.14286555951
13045,0.0023428542465753427,1,3.4794520547945207,3.4794520547945207,3.4794520547945207
13049,34.58768939057793,113,51367.346942967786,454.5782915306884,7208.571429159884
13051,3.09027368481069,87,4589.469933184855,52.75252796764201,1513.465478841871
13053,0.0,0,0.0,,
13059,0.02481935836092767,4,36.86006825812764,9.21501706453191,15.941979521640206
13061,69.63143608,47,103412.0,2200.255319148936,9780.0
13063,0.0,3,0.0,0.0,0.0
13065,0.0,0,0.0,,
13069,17.72578568226452,69,26325.16363540636,381.5241106580632,2569.4181817247486
13071,26.730093730924658,78,39697.765959136035,508.94571742482094,3008.8085107663323
13073,0.03717025536240623,11,55.20280298572227,5.018436635065661,24.771640568762287
13075,32.8123166414629,70,48730.68084691671,696.1525835273816,5404.340425071971
13077,0.008071689470404986,2,11.98753894080997,5.993769470404985,11.98753894080997
13079,7.478959630463159,17,11107.25581498672,653.3679891168658,2310.976744401021
13081,18.678451600000002,37,27740.0,749.7297297297297,3786.8571428571427
13087,16.52007486782609,98,24534.521739130436,250.35226264418813,3482.782608695652
13089,0.0,3,0.0,0.0,0.0
13091,25.444793472444555,40,37788.923088550444,944.7230772137611,4991.076924612639
13093,5.194903798195994,31,7715.1272732883735,248.87507333188302,1431.2727273768198
13095,19.076215982666668,52,28330.733333333334,544.8217948717949,10577.866666666667
13097,0.0,1,0.0,0.0,0.0
13099,58.009097957087604,68,86151.272695945,1266.9304808227205,5462.181816195571
13101,37.58045209156322,95,55812.000017172926,587.4947370228729,3052.6153855546513
13103,4.653903780925748,83,6911.669856128772,83.27313079673219,730.4641147975855
